tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,match_title,join_key,averageRating,numVotes
tt15929232,tvMovie,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,0,2020,59,"Documentary,Sport",Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,beyondtheboundaryiccwomenst20worldcupaustralia2020|2020,7.1,16.0
tt15939228,tvSeries,One night stand,One night stand,0,2016,,"Comedy,Drama",One night stand,onenightstand|2016,,
tt15942472,tvSeries,Tunnel,Tunnel (Thai),0,2019,60,Crime,Tunnel,tunnel|2019,7.5,80.0
tt1595198,tvSeries,Mahi Way,Mahi Way,0,2010,,Comedy,Mahi Way,mahiway|2010,8.0,233.0
tt1596029,tvSeries,The Clone,El Clon,0,2010,43,Drama,El Clon,elclon|2010,6.6,555.0
tt1596346,movie,Soul Surfer,Soul Surfer,0,2011,112,"Biography,Drama,Family",Soul Surfer,soulsurfer|2011,7.0,55830.0
tt15978704,tvSeries,Let's Eat,Let's Eat,0,2021,60,Comedy,Let's Eat,letseat|2021,7.0,29.0
tt1599348,movie,Safe House,Safe House,0,2012,115,"Action,Thriller",Safe House,safehouse|2012,6.7,249946.0
tt16023014,movie,Vivo!,Vivo!,0,2021,85,"Action,Drama",Vivo!,vivo|2021,,
tt1602479,movie,Love in a Puff,Chi Ming yi Chun Kiu,0,2010,104,"Comedy,Drama,Romance",Love in a Puff,loveinapuff|2010,7.1,3047.0
tt1602613,movie,Only God Forgives,Only God Forgives,0,2013,90,"Action,Crime,Drama",Only God Forgives,onlygodforgives|2013,5.7,123192.0
tt16027840,tvSeries,Unlucky Ploy,Unlucky Ploy,0,2020,60,Romance,Unlucky Ploy,unluckyploy|2020,6.7,29.0
tt1603257,movie,ATM,ATM,0,2012,90,"Horror,Mystery,Thriller",ATM,atm|2012,4.7,26809.0
tt1605790,movie,Zokkomon,Zokkomon,0,2011,109,"Action,Adventure",Zokkomon,zokkomon|2011,4.2,523.0
tt1605798,movie,Effie Gray,Effie Gray,0,2014,104,"Biography,Drama,Romance",Effie Gray,effiegray|2014,6.0,7428.0
tt16073498,movie,Zero Hour,Zero Hour,0,2018,88,"Crime,Mystery,Thriller",Zero Hour,zerohour|2018,4.8,11.0
tt16077338,tvSeries,I Need Romance,I Need Romance,0,2021,60,Romance,I Need Romance,ineedromance|2021,6.7,121.0
tt1608777,movie,"LSD: Love, Sex Aur Dhokha","LSD: Love, Sex Aur Dhokha",0,2010,155,"Comedy,Crime,Drama","LSD: Love, Sex Aur Dhokha",lsdlovesexaurdhokha|2010,7.1,6562.0
tt1609160,movie,Still,Tai hong,0,2010,100,"Horror,Thriller",Still,still|2010,4.3,407.0
tt1610518,tvMiniSeries,Thorne: Sleepyhead,Thorne: Sleepyhead,0,2010,44,"Crime,Drama,Mystery",Thorne: Sleepyhead,thornesleepyhead|2010,6.7,3561.0
tt1610525,movie,Chuck,The Bleeder,0,2016,98,"Biography,Drama,Sport",The Bleeder,thebleeder|2016,6.5,7554.0
tt1611840,movie,Once a Gangster,Fei saa fung chung chun,0,2010,95,"Action,Comedy,Crime",Once a Gangster,onceagangster|2010,5.7,591.0
tt1612264,movie,Chandani: The Daughter of the Elephant Whisperer,Chandani: The Daughter of the Elephant Whisperer,0,2010,88,"Documentary,Family",Chandani: The Daughter of the Elephant Whisperer,chandanithedaughteroftheelephantwhisperer|2010,6.8,46.0
tt1613750,movie,Kon-Tiki,Kon-Tiki,0,2012,118,"Adventure,Biography,Drama",Kon-Tiki,kontiki|2012,7.1,54596.0
tt1615065,movie,Savages,Savages,0,2012,131,"Crime,Drama,Thriller",Savages,savages|2012,6.4,138838.0
tt1615160,movie,The Foreigner,The Foreigner,0,2017,113,"Action,Crime,Thriller",The Foreigner,theforeigner|2017,7.0,132808.0
tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0,2015,127,"Action,Adventure,Animation",Jupiter Ascending,jupiterascending|2015,5.3,201842.0
tt1618432,movie,I'm in Love with a Church Girl,I'm in Love with a Church Girl,0,2013,118,"Crime,Drama,Romance",I'm in Love with a Church Girl,iminlovewithachurchgirl|2013,4.2,2100.0
tt1618434,movie,Murder Mystery,Murder Mystery,0,2019,97,"Crime,Mystery,Romance",Murder Mystery,murdermystery|2019,6.1,190866.0
tt1620680,movie,A Wrinkle in Time,A Wrinkle in Time,0,2018,109,"Adventure,Drama,Family",A Wrinkle in Time,awrinkleintime|2018,4.3,49998.0
tt1620935,movie,Bleed for This,Bleed for This,0,2016,117,"Biography,Drama,Sport",Bleed for This,bleedforthis|2016,6.8,33613.0
tt1621642,movie,Bangkok Traffic (Love) Story,Rot fai faa... Maha na ter,0,2009,126,"Comedy,Romance",Bangkok Traffic (Love) Story,bangkoktrafficlovestory|2009,7.1,2180.0
tt1622547,movie,30 Minutes or Less,30 Minutes or Less,0,2011,83,"Action,Comedy,Crime",30 Minutes or Less,30minutesorless|2011,6.0,111257.0
tt1623288,movie,ParaNorman,ParaNorman,0,2012,92,"Adventure,Animation,Comedy",ParaNorman,paranorman|2012,7.0,117809.0
tt1624426,movie,I Will Follow,I Will Follow,0,2010,80,Drama,I Will Follow,iwillfollow|2010,6.1,969.0
tt16247472,movie,Undercover,Undercover,0,2020,107,Drama,Undercover,undercover|2020,,
tt16253450,movie,SomoS,SomoS,0,2021,82,Drama,SomoS,somos|2021,,
tt1625346,movie,Young Adult,Young Adult,0,2011,94,"Comedy,Drama",Young Adult,youngadult|2011,6.3,90190.0
tt16256646,movie,Out of My League,Out of My League,0,2020,,Romance,Out of My League,outofmyleague|2020,,
tt1629295,movie,I Am,I Am,0,2010,95,Drama,I Am,iam|2010,6.7,1097.0
tt1629376,movie,7 Khoon Maaf,7 Khoon Maaf,0,2011,137,"Comedy,Drama,Mystery",7 Khoon Maaf,7khoonmaaf|2011,6.3,7081.0
tt1633212,movie,Kajraare,Kajraare,0,2010,112,"Crime,Drama,Romance",Kajraare,kajraare|2010,2.9,450.0
tt1633356,movie,Shark Night,Shark Night 3D,0,2011,90,"Action,Horror,Thriller",Shark Night,sharknight|2011,4.1,28335.0
tt1634003,movie,Underdogs,Metegol,0,2013,85,"Adventure,Animation,Comedy",Underdogs,underdogs|2013,6.4,11372.0
tt1634208,tvSeries,Maid Sama!,Kaichou wa meido-sama!,0,2010,24,"Animation,Comedy,Romance",Maid Sama!,maidsama|2010,7.9,10988.0
tt1636842,movie,Virsa,Virsa,0,2010,133,Drama,Virsa,virsa|2010,5.7,135.0
tt1637706,movie,Our Idiot Brother,Our Idiot Brother,0,2011,90,"Comedy,Drama",Our Idiot Brother,ouridiotbrother|2011,6.4,92611.0
tt1638002,movie,"Love, Rosie","Love, Rosie",0,2014,102,"Comedy,Romance","Love, Rosie",loverosie|2014,7.1,169062.0
tt1639084,movie,Tallulah,Tallulah,0,2016,111,"Comedy,Drama,Romance",Tallulah,tallulah|2016,6.7,22271.0
tt1639109,tvSeries,Angel Beats!,Angel Beats!,0,2010,25,"Action,Animation,Comedy",Angel Beats!,angelbeats|2010,7.6,18132.0
tt1639426,movie,Udaan,Udaan,0,2010,134,Drama,Udaan,udaan|2010,8.1,50007.0
tt1640202,movie,Very Movie Moves,Çok Filim Hareketler Bunlar,0,2010,99,Comedy,Çok Filim Hareketler Bunlar,cokfilimhareketlerbunlar|2010,4.5,5636.0
tt1640484,movie,Jumping the Broom,Jumping the Broom,0,2011,112,"Comedy,Drama",Jumping the Broom,jumpingthebroom|2011,5.7,12131.0
tt1640718,movie,Kahlil Gibran's The Prophet,The Prophet,0,2014,85,"Animation,Drama",Kahlil Gibran's The Prophet,kahlilgibranstheprophet|2014,7.1,5349.0
tt16410038,movie,Rifftrax: Next,Next,0,2007,,"Action,Comedy",Next,next|2007,6.8,17.0
tt1641841,movie,Skin Trade,Skin Trade,0,2014,96,"Action,Crime,Thriller",Skin Trade,skintrade|2014,5.6,8985.0
tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,0,2014,102,"Action,Adventure,Animation",How to Train Your Dragon 2,howtotrainyourdragon2|2014,7.8,403079.0
tt1648186,movie,Fisherman's Friends,Fisherman's Friends,0,2019,112,"Comedy,Drama,Music",Fisherman's Friends,fishermansfriends|2019,7.0,12989.0
tt1649419,movie,The Impossible,Lo imposible,0,2012,114,"Drama,History,Thriller",The Impossible,theimpossible|2012,7.5,263736.0
tt1650060,movie,SGT. Will Gardner,SGT. Will Gardner,0,2019,125,"Action,Adventure,Drama",SGT. Will Gardner,sgtwillgardner|2019,5.9,1305.0
tt1650844,movie,Escaping Tel Aviv,Welad el-Amm,0,2009,119,"Action,Adventure,Drama",Escaping Tel Aviv,escapingtelaviv|2009,7.3,6761.0
tt1655420,movie,My Week with Marilyn,My Week with Marilyn,0,2011,99,"Biography,Drama",My Week with Marilyn,myweekwithmarilyn|2011,6.9,91563.0
tt1655442,movie,The Artist,The Artist,0,2011,100,"Comedy,Drama,Romance",The Artist,theartist|2011,7.8,255675.0
tt1655461,movie,Wild Oats,Wild Oats,0,2016,86,"Action,Adventure,Comedy",Wild Oats,wildoats|2016,5.7,5003.0
tt1657283,movie,Honey 2,Honey 2,0,2011,110,"Comedy,Drama,Music",Honey 2,honey2|2011,5.2,7977.0
tt1657510,movie,Gimme Shelter,Gimme Shelter,0,2013,101,Drama,Gimme Shelter,gimmeshelter|2013,6.4,9799.0
tt1659205,movie,Autumn,Harud,0,2010,96,Drama,Harud,harud|2010,6.5,267.0
tt1659253,movie,Thorne: Scaredycat,Thorne: Scaredycat,0,2010,120,"Crime,Drama,Mystery",Thorne: Scaredycat,thornescaredycat|2010,6.5,2371.0
tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,103,Drama,The Perks of Being a Wallflower,theperksofbeingawallflower|2012,7.9,598613.0
tt1661820,movie,Cut Bank,Cut Bank,0,2014,93,"Crime,Drama,Mystery",Cut Bank,cutbank|2014,6.1,14726.0
tt1663207,movie,Life of Crime,Life of Crime,0,2013,98,"Comedy,Crime",Life of Crime,lifeofcrime|2013,5.8,21142.0
tt1666287,movie,From A to B,From A to B,0,2014,108,"Adventure,Comedy,Drama",From A to B,fromatob|2014,5.8,1375.0
tt1666555,movie,Anchor Baby,Anchor Baby,0,2010,95,"Drama,Thriller",Anchor Baby,anchorbaby|2010,6.2,112.0
tt1667353,movie,Mirror Mirror,Mirror Mirror,0,2012,106,"Adventure,Comedy,Drama",Mirror Mirror,mirrormirror|2012,5.6,95180.0
tt1667838,movie,I Hate Luv Storys,I Hate Luv Storys,0,2010,129,"Comedy,Drama,Musical",I Hate Luv Storys,ihateluvstorys|2010,5.7,9281.0
tt1668200,movie,Sarah's Key,Elle s'appelait Sarah,0,2010,111,"Drama,War",Sarah's Key,sarahskey|2010,7.5,18712.0
tt1673434,movie,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,0,2012,115,"Adventure,Drama,Fantasy",The Twilight Saga: Breaking Dawn - Part 2,thetwilightsagabreakingdawnpart2|2012,5.6,283000.0
tt1673697,movie,The Sapphires,The Sapphires,0,2012,103,"Biography,Comedy,Drama",The Sapphires,thesapphires|2012,7.1,15963.0
tt1674928,tvSeries,Beyblade: Metal Fusion,Metaru Faito Beibureedo,0,2009,30,"Action,Animation,Family",Beyblade: Metal Fusion,beyblademetalfusion|2009,6.9,3397.0
tt1675434,movie,The Intouchables,Intouchables,0,2011,112,"Comedy,Drama",The Intouchables,theintouchables|2011,8.5,1030573.0
tt1679235,tvMovie,Mean Girls 2,Mean Girls 2,0,2011,96,"Comedy,Drama",Mean Girls 2,meangirls2|2011,4.1,27332.0
tt1682704,tvSeries,The Ultimatum,The Ultimatum,0,2009,45,Drama,The Ultimatum,theultimatum|2009,5.4,13.0
tt1682886,movie,Been So Long,Been So Long,0,2018,100,"Drama,Musical,Romance",Been So Long,beensolong|2018,5.5,1267.0
tt1683048,movie,De Palma,De Palma,0,2015,110,"Biography,Documentary",De Palma,depalma|2015,7.4,6688.0
tt1685675,movie,Together,Togezaa,0,2009,70,Drama,Together,together|2009,,
tt1686039,movie,Act of Vengeance,New York'ta Bes Minare,0,2010,112,"Action,Drama",Act of Vengeance,actofvengeance|2010,5.7,16035.0
tt1686795,movie,Tango with Me,Tango with Me,0,2010,104,"Drama,Family,Romance",Tango with Me,tangowithme|2010,6.5,53.0
tt1686821,movie,Vampire Academy,Vampire Academy,0,2014,104,"Action,Comedy,Drama",Vampire Academy,vampireacademy|2014,5.4,58637.0
tt1690967,movie,Come Sunday,Come Sunday,0,2018,106,"Biography,Drama",Come Sunday,comesunday|2018,6.0,2747.0
tt1691916,movie,Before I Fall,Before I Fall,0,2017,98,"Drama,Fantasy,Mystery",Before I Fall,beforeifall|2017,6.4,60747.0
tt1694021,movie,Into the Grizzly Maze,Into the Grizzly Maze,0,2015,94,"Action,Adventure,Horror",Into the Grizzly Maze,intothegrizzlymaze|2015,5.3,11579.0
tt1694542,movie,Tanu Weds Manu,Tanu Weds Manu,0,2011,113,"Comedy,Drama,Romance",Tanu Weds Manu,tanuwedsmanu|2011,6.8,18021.0
tt1698654,movie,Catching the Sun,Catching the Sun,0,2015,75,"Documentary,Drama,History",Catching the Sun,catchingthesun|2015,6.6,617.0
tt1702425,movie,Casa de mi Padre,Casa de mi padre,0,2012,84,"Comedy,Western",Casa de mi Padre,casademipadre|2012,5.5,22130.0
tt1702439,movie,Safe Haven,Safe Haven,0,2013,115,"Drama,Romance,Thriller",Safe Haven,safehaven|2013,6.7,121555.0
tt1702443,movie,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,0,2011,105,"Documentary,Music",Justin Bieber: Never Say Never,justinbieberneversaynever|2011,1.7,76047.0
tt1703958,movie,Ek Main Aur Ekk Tu,Ek Main Aur Ekk Tu,0,2012,110,"Comedy,Drama,Romance",Ek Main Aur Ekk Tu,ekmainaurekktu|2012,5.8,7590.0
tt1704294,tvSeries,Breakout,Breakout,0,2010,,"Documentary,History",Breakout,breakout|2010,8.0,318.0
tt1704503,tvSeries,Power Rangers Samurai,Power Rangers Samurai,0,2011,22,"Action,Adventure,Comedy",Power Rangers Samurai,powerrangerssamurai|2011,5.4,3461.0
tt1705090,tvSeries,Teresa,Teresa,0,2010,60,"Drama,Romance",Teresa,teresa|2010,7.7,1745.0
tt1706317,movie,Tezz,Tezz,0,2012,121,"Action,Crime,Drama",Tezz,tezz|2012,4.1,2784.0
tt1706620,movie,Snowpiercer,Snowpiercer,0,2013,126,"Action,Drama,Sci-Fi",Snowpiercer,snowpiercer|2013,7.1,421897.0
tt1707386,movie,Les Misérables,Les Misérables,0,2012,158,"Drama,Musical,Romance",Les Misérables,lesmiserables|2012,7.5,362812.0
tt1708532,movie,Ready,Ready,0,2011,145,"Action,Comedy,Romance",Ready,ready|2011,5.0,22286.0
tt1709198,tvSeries,Sym-Bionic Titan,Sym-Bionic Titan,0,2010,,"Action,Adventure,Animation",Sym-Bionic Titan,symbionictitan|2010,8.1,3757.0
tt1711425,movie,21 & Over,21 & Over,0,2013,93,Comedy,21 & Over,21over|2013,5.8,79995.0
tt1712261,movie,Triple 9,Triple 9,0,2016,115,"Action,Crime,Drama",Triple 9,triple9|2016,6.3,81824.0
tt1713440,movie,Smoke & Mirrors,El hombre de las mil caras,0,2016,123,"Biography,Thriller",Smoke & Mirrors,smokemirrors|2016,6.8,8896.0
tt1714206,movie,The Spectacular Now,The Spectacular Now,0,2013,95,"Drama,Romance",The Spectacular Now,thespectacularnow|2013,7.0,168762.0
tt1714832,movie,Do Dooni Chaar,Do Dooni Chaar,0,2010,112,"Comedy,Crime,Drama",Do Dooni Chaar,dodoonichaar|2010,7.5,6259.0
tt1718924,movie,A Family Man,A Family Man,0,2016,108,Drama,A Family Man,afamilyman|2016,6.5,14767.0
tt1720254,movie,Thank You,Thank You,0,2011,125,Comedy,Thank You,thankyou|2011,4.9,6893.0
tt1723123,movie,Exit Strategy,Exit Strategy,0,2012,76,"Comedy,Romance",Exit Strategy,exitstrategy|2012,3.2,465.0
tt1724970,movie,Beyond Skyline,Beyond Skyline,0,2017,106,"Action,Adventure,Horror",Beyond Skyline,beyondskyline|2017,5.3,25059.0
tt1726871,movie,Stray Bullet,Resasah Taysheh,0,2010,75,Drama,Stray Bullet,straybullet|2010,6.3,435.0
tt1727564,movie,The Plane Tree,Çinar Agaci,0,2011,115,"Comedy,Drama,Family",Çinar Agaci,cinaragaci|2011,6.3,1792.0
tt1729630,movie,10 jours en or,10 jours en or,0,2012,95,"Comedy,Drama",10 jours en or,10joursenor|2012,6.0,1069.0
tt1729637,movie,Bodyguard,Bodyguard,0,2011,130,"Action,Comedy,Drama",Bodyguard,bodyguard|2011,4.8,30784.0
tt1730689,movie,Headwinds,Des vents contraires,0,2011,91,"Drama,Mystery",Headwinds,headwinds|2011,6.4,1643.0
tt1730705,movie,The Mirror Boy,The Mirror Boy,0,2011,84,"Adventure,Drama,Fantasy",The Mirror Boy,themirrorboy|2011,4.7,162.0
tt1730768,movie,The Zookeeper's Wife,The Zookeeper's Wife,0,2017,127,"Biography,Drama,History",The Zookeeper's Wife,thezookeeperswife|2017,7.0,49314.0
tt1731701,movie,Barely Lethal,Barely Lethal,0,2015,96,"Action,Comedy",Barely Lethal,barelylethal|2015,5.4,24565.0
tt1734110,movie,No One Killed Jessica,No One Killed Jessica,0,2011,136,"Biography,Crime,Drama",No One Killed Jessica,noonekilledjessica|2011,7.2,13211.0
tt1735907,movie,The Adderall Diaries,The Adderall Diaries,0,2015,87,"Crime,Drama,Mystery",The Adderall Diaries,theadderalldiaries|2015,5.1,6523.0
tt1739744,tvSeries,Powder,Powder,0,2010,,"Crime,Thriller",Powder,powder|2010,8.5,843.0
tt1739752,tvSeries,Rishta.com,Rishta.com,0,2010,45,Drama,Rishta.com,rishtacom|2010,8.5,545.0
tt1740794,movie,Last Night,Last Night,0,2010,69,"Drama,Romance",Last Night,lastnight|2010,,
tt1741225,movie,I Am,I Am,0,2010,78,Documentary,I Am,iam|2010,7.5,3950.0
tt1741273,movie,Secret in Their Eyes,Secret in Their Eyes,0,2015,111,"Crime,Drama,Mystery",Secret in Their Eyes,secretintheireyes|2015,6.3,55055.0
tt1742044,movie,Jersey Boys,Jersey Boys,0,2014,134,"Biography,Drama,Music",Jersey Boys,jerseyboys|2014,6.8,38501.0
tt1742334,movie,Sabotage,Sabotage,0,2014,109,"Action,Crime,Drama",Sabotage,sabotage|2014,5.7,69124.0
tt1742650,movie,I Don't Know How She Does It,I Don't Know How She Does It,0,2011,89,"Comedy,Family,Romance",I Don't Know How She Does It,idontknowhowshedoesit|2011,5.0,21789.0
tt1748197,movie,Set Up,Setup,0,2011,85,"Action,Crime,Drama",Set Up,setup|2011,4.4,22270.0
tt1753521,movie,Blood Money,Blood Money,0,2012,109,"Action,Thriller",Blood Money,bloodmoney|2012,3.1,656.0
tt1754202,movie,Michael,Michael,0,2011,97,"Drama,Thriller",Michael,michael|2011,5.7,2463.0
tt1754455,movie,Santa's Apprentice,L'apprenti Père Noël,0,2010,80,"Animation,Comedy,Family",Santa's Apprentice,santasapprentice|2010,6.4,623.0
tt17545256,tvMiniSeries,Brave Animated Series,Brave Animated Series,0,2021,25,Animation,Brave Animated Series,braveanimatedseries|2021,7.9,66.0
tt1754656,movie,The Little Prince,Le petit prince,0,2015,108,"Adventure,Animation,Comedy",The Little Prince,thelittleprince|2015,7.6,71643.0
tt1757202,tvSeries,Iris,Ailiseu,0,2009,60,"Action,Mystery,Romance",Iris,iris|2009,7.7,2736.0
tt1757800,movie,Mitt,Mitt,0,2014,94,"Biography,Documentary,Family",Mitt,mitt|2014,6.8,2726.0
tt1758589,tvMiniSeries,Dash & Lily,Dash & Lily,0,2020,,"Comedy,Drama,Romance",Dash & Lily,dashlily|2020,7.4,25820.0
tt1758692,movie,Like Crazy,Like Crazy,0,2011,86,"Drama,Romance",Like Crazy,likecrazy|2011,6.6,64674.0
tt1764234,movie,Killing Them Softly,Killing Them Softly,0,2012,97,"Crime,Drama,Thriller",Killing Them Softly,killingthemsoftly|2012,6.2,160652.0
tt1764355,movie,Helix,Helix,0,2015,98,"Action,Mystery,Sci-Fi",Helix,helix|2015,3.9,915.0
tt1772240,movie,Apollo 18,Apollo 18,0,2011,86,"Horror,Mystery,Sci-Fi",Apollo 18,apollo18|2011,5.2,60343.0
tt1772264,movie,Stonehearst Asylum,Stonehearst Asylum,0,2014,112,"Drama,Horror,Mystery",Stonehearst Asylum,stonehearstasylum|2014,6.8,65033.0
tt1772838,movie,The International Player,El alamy,0,2009,93,"Drama,Sport",The International Player,theinternationalplayer|2009,6.5,807.0
tt1772872,movie,Game,Game,0,2011,135,"Action,Crime,Drama",Game,game|2011,5.3,2657.0
tt1772925,movie,Jiro Dreams of Sushi,Jiro Dreams of Sushi,0,2011,81,Documentary,Jiro Dreams of Sushi,jirodreamsofsushi|2011,7.8,39853.0
tt1773132,tvSeries,Beast Legends,Beast Legends,0,2010,,Documentary,Beast Legends,beastlegends|2010,4.8,75.0
tt1773185,tvMiniSeries,Puella Magi Madoka Magica,Mahô shôjo Madoka magika: Puella Magi Madoka Magica,0,2011,24,"Action,Adventure,Animation",Puella Magi Madoka Magica,puellamagimadokamagica|2011,8.2,14221.0
tt1773561,movie,The School of Mischief,Madrasat el-Mushaghebin,0,1973,115,"Comedy,Drama,Musical",The School of Mischief,theschoolofmischief|1973,6.1,402.0
tt1774591,movie,Teenage Cocktail,Teenage Cocktail,0,2016,88,"Drama,Thriller",Teenage Cocktail,teenagecocktail|2016,5.8,5556.0
tt1776143,movie,Don't Go Breaking My Heart,Daan san nam nui,0,2011,115,Romance,Don't Go Breaking My Heart,dontgobreakingmyheart|2011,6.5,2110.0
tt1780762,movie,Aftershock,Aftershock,0,2012,89,"Action,Adventure,Drama",Aftershock,aftershock|2012,4.8,12933.0
tt1781922,movie,No Escape,No Escape,0,2015,103,"Action,Adventure,Drama",No Escape,noescape|2015,6.8,98904.0
tt1783350,movie,My Amnesia Girl,My Amnesia Girl,0,2010,110,"Comedy,Drama,Romance",My Amnesia Girl,myamnesiagirl|2010,6.7,522.0
tt1784538,movie,Miss Representation,Miss Representation,0,2011,85,Documentary,Miss Representation,missrepresentation|2011,7.5,3936.0
tt1784589,movie,Players,Players,0,2012,163,"Action,Crime,Thriller",Players,players|2012,4.4,5520.0
tt1785288,movie,An Ordinary Man,An Ordinary Man,0,2017,90,"Drama,Thriller,War",An Ordinary Man,anordinaryman|2017,5.7,3752.0
tt1785333,movie,Chittagong,Chittagong,0,2012,105,"Action,Drama,War",Chittagong,chittagong|2012,7.3,1949.0
tt1785394,movie,Bleach the Movie: Hell Verse,Gekijôban Burîchi: Jigokuhen,0,2010,94,"Action,Adventure,Animation",Bleach the Movie: Hell Verse,bleachthemoviehellverse|2010,7.3,3986.0
tt1786368,tvSeries,Love Is in the Air,Yer Gök Ask,0,2010,90,Romance,Love Is in the Air,loveisintheair|2010,5.4,7953.0
tt1787660,movie,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,0,2011,80,"Biography,Documentary",Being Elmo: A Puppeteer's Journey,beingelmoapuppeteersjourney|2011,7.6,7319.0
tt1787988,movie,Talaash: The Answer Lies Within,Talaash,0,2012,140,"Crime,Drama,Mystery",Talaash,talaash|2012,7.3,48745.0
tt1790834,movie,Simon Killer,Simon Killer,0,2012,106,"Drama,Horror,Thriller",Simon Killer,simonkiller|2012,6.3,5383.0
tt1794595,tvSeries,The Jungle Book,The Jungle Book,0,2010,30,"Adventure,Animation,Family",The Jungle Book,thejunglebook|2010,4.8,243.0
tt1795096,tvSeries,Behzat Ç: An Ankara Detective Story,Behzat Ç.,0,2010,90,"Comedy,Crime,Drama",Behzat Ç.,behzatc|2010,8.8,36237.0
tt1795681,movie,The Promise,The Promise,0,2008,,"Action,Adventure,Crime",The Promise,thepromise|2008,5.6,421.0
tt1797486,movie,Sat Sri Akal,Sat Sri Akal,0,2008,136,"Drama,Family,Romance",Sat Sri Akal,satsriakal|2008,6.2,21.0
tt1798709,movie,Her,Her,0,2013,126,"Drama,Romance,Sci-Fi",Her,her|2013,8.0,728393.0
tt1799516,movie,Benji,Benji,0,2018,87,"Crime,Drama,Family",Benji,benji|2018,6.4,6189.0
tt1801322,tvSeries,I Am!,Pon!,0,2010,65,Talk-Show,I Am!,iam|2010,,
tt1805263,movie,I Am Kalam,I Am Kalam,0,2010,88,"Comedy,Drama",I Am Kalam,iamkalam|2010,7.9,5218.0
tt1806688,tvSeries,The Pyramid Code,The Pyramid Code,0,2009,45,Documentary,The Pyramid Code,thepyramidcode|2009,6.9,867.0
tt18069814,movie,Taken,Taken,0,2018,,Thriller,Taken,taken|2018,,
tt1807106,tvSeries,Aurora,Aurora,0,2010,,Crime,Aurora,aurora|2010,6.7,256.0
tt1807950,movie,Love Likes Coincidences,Ask Tesadüfleri Sever,0,2011,118,"Drama,Romance",Ask Tesadüfleri Sever,asktesaduflerisever|2011,7.2,20621.0
tt1808262,movie,Liefling,Liefling,0,2010,114,Musical,Liefling,liefling|2010,5.3,151.0
tt18084154,movie,Pele,Pele,0,2021,75,Documentary,Pele,pele|2021,6.5,8.0
tt1817236,movie,Shelter,Podslon,0,2010,88,"Comedy,Drama",Shelter,shelter|2010,6.8,402.0
tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,140,"Crime,Drama,Thriller",The Place Beyond the Pines,theplacebeyondthepines|2012,7.3,310385.0
tt1821220,tvSeries,Teen Mom 2,Teen Mom 2,0,2011,60,"Documentary,Drama,Reality-TV",Teen Mom 2,teenmom2|2011,4.5,2460.0
tt1821480,movie,Kahaani,Kahaani,0,2012,122,"Mystery,Thriller",Kahaani,kahaani|2012,8.1,70063.0
tt1821641,movie,The Congress,The Congress,0,2013,122,"Animation,Drama,Sci-Fi",The Congress,thecongress|2013,6.4,20839.0
tt1821658,movie,The Nut Job,The Nut Job,0,2014,85,"Adventure,Animation,Comedy",The Nut Job,thenutjob|2014,5.7,32502.0
tt1821700,movie,To Strike,Waar,0,2013,130,"Action,Crime,Drama",Waar,waar|2013,7.4,30017.0
tt1822275,tvMovie,Omar & Salma 2,Omar & Salma 2,0,2009,100,"Comedy,Drama",Omar & Salma 2,omarsalma2|2009,4.9,1260.0
tt1823059,movie,A Perfect Ending,A Perfect Ending,0,2012,110,"Drama,Romance",A Perfect Ending,aperfectending|2012,5.6,5477.0
tt1823672,movie,Chappie,Chappie,0,2015,120,"Action,Crime,Drama",Chappie,chappie|2015,6.8,284465.0
tt1825683,movie,Black Panther,Black Panther,0,2018,134,"Action,Adventure,Sci-Fi",Black Panther,blackpanther|2018,7.3,912207.0
tt1825978,movie,The Artist,The Artist,0,2011,100,Thriller,The Artist,theartist|2011,8.2,13.0
tt18263132,tvSeries,Chocolate,Chocolate,0,2019,,Reality-TV,Chocolate,chocolate|2019,,
tt1826603,movie,Asmaa,Asmaa,0,2011,96,Drama,Asmaa,asmaa|2011,8.1,5052.0
tt18271632,movie,Alone Together,Beyachad Levad,0,2019,54,Documentary,Alone Together,alonetogether|2019,,
tt1828210,movie,Irada Pakka,Irada Pakka,0,2010,130,"Comedy,Drama",Irada Pakka,iradapakka|2010,6.0,42.0
tt1830643,movie,Death of Me,Death of Me,0,2020,94,"Horror,Mystery,Thriller",Death of Me,deathofme|2020,4.5,8063.0
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,123,Drama,A Separation,aseparation|2011,8.3,278348.0
tt18352260,movie,Haunted,Haunted,0,2021,45,Comedy,Haunted,haunted|2021,,
