tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,match_title,join_key,averageRating,numVotes
tt0393162,movie,Coach Carter,Coach Carter,0,2005,136,"Biography,Drama,Sport",Coach Carter,coachcarter|2005,7.4,193319.0
tt0395701,movie,Papa the Great,Papa the Great,0,2000,143,"Action,Comedy,Drama",Papa the Great,papathegreat|2000,5.5,93.0
tt0395743,movie,Salaakhen,Salaakhen,0,1975,129,"Action,Thriller",Salaakhen,salaakhen|1975,5.7,96.0
tt0396032,tvMovie,Getting Played,Getting Played,0,2005,84,"Comedy,Romance",Getting Played,gettingplayed|2005,4.6,1815.0
tt0396659,movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Inuyasha: Tenka hadou no ken,0,2003,99,"Action,Adventure,Animation",InuYasha the Movie 3: Swords of an Honorable Ruler,inuyashathemovie3swordsofanhonorableruler|2003,7.6,2603.0
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005,145,"Drama,Romance",Memoirs of a Geisha,memoirsofageisha|2005,7.3,173234.0
tt0397892,movie,Bolt,Bolt,0,2008,96,"Adventure,Animation,Comedy",Bolt,bolt|2008,6.8,248870.0
tt0398373,movie,The Twins Effect II,Chin gei bin II: Faa dou dai zin,0,2004,106,"Action,Adventure,Comedy",The Twins Effect II,thetwinseffectii|2004,4.8,2858.0
tt0398375,movie,Rumor Has It...,Rumor Has It...,0,2005,97,"Comedy,Drama,Romance",Rumor Has It...,rumorhasit|2005,5.5,65769.0
tt0400234,movie,Black Friday,Black Friday,0,2004,143,"Action,Crime,Drama",Black Friday,blackfriday|2004,8.4,25955.0
tt0400717,movie,Open Season,Open Season,0,2006,86,"Adventure,Animation,Comedy",Open Season,openseason|2006,6.1,114651.0
tt0400795,movie,Sangam,Sangam,0,1964,120,Drama,Sangam,sangam|1964,8.3,25.0
tt0401729,movie,John Carter,John Carter,0,2012,132,"Action,Adventure,Animation",John Carter,johncarter|2012,6.6,299619.0
tt0402022,movie,Æon Flux,Æon Flux,0,2005,93,"Action,Adventure,Sci-Fi",Æon Flux,onflux|2005,5.4,137282.0
tt0405094,movie,The Lives of Others,Das Leben der Anderen,0,2006,137,"Drama,Mystery,Thriller",The Lives of Others,thelivesofothers|2006,8.4,444076.0
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,132,"Drama,Sport",Million Dollar Baby,milliondollarbaby|2004,8.1,767662.0
tt0405508,movie,Rang De Basanti,Rang De Basanti,0,2006,167,"Comedy,Crime,Drama",Rang De Basanti,rangdebasanti|2006,8.1,126745.0
tt0406853,movie,The President's Barber,Hyojadong ibalsa,0,2004,116,"Comedy,Drama",The President's Barber,thepresidentsbarber|2004,6.9,1141.0
tt0407887,movie,The Departed,The Departed,0,2006,151,"Crime,Drama,Thriller",The Departed,thedeparted|2006,8.5,1558696.0
tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,116,"Drama,Horror,Musical",Sweeney Todd: The Demon Barber of Fleet Street,sweeneytoddthedemonbarberoffleetstreet|2007,7.3,407129.0
tt0408839,movie,The Heartbreak Kid,The Heartbreak Kid,0,2007,116,"Comedy,Romance",The Heartbreak Kid,theheartbreakkid|2007,5.9,101719.0
tt0408976,movie,Krishna Cottage,Krishna Cottage,0,2004,124,"Horror,Mystery,Romance",Krishna Cottage,krishnacottage|2004,5.3,1757.0
tt0409182,movie,Poseidon,Poseidon,0,2006,98,"Action,Adventure,Thriller",Poseidon,poseidon|2006,5.7,116306.0
tt0409527,movie,Shabd,Shabd,0,2005,140,"Drama,Thriller",Shabd,shabd|2005,5.0,1627.0
tt0410097,movie,Hustle & Flow,Hustle & Flow,0,2005,116,"Crime,Drama,Music",Hustle & Flow,hustleflow|2005,7.3,45633.0
tt0410297,movie,The Lake House,The Lake House,0,2006,99,"Drama,Fantasy,Romance",The Lake House,thelakehouse|2006,6.8,165615.0
tt0411469,movie,Hazaaron Khwaishein Aisi,Hazaaron Khwaishein Aisi,0,2003,120,Drama,Hazaaron Khwaishein Aisi,hazaaronkhwaisheinaisi|2003,7.9,5605.0
tt0411815,movie,Run,Run,0,2004,137,"Action,Comedy,Drama",Run,run|2004,5.0,1620.0
tt0413099,movie,Evan Almighty,Evan Almighty,0,2007,96,"Comedy,Family,Fantasy",Evan Almighty,evanalmighty|2007,5.4,163321.0
tt0413300,movie,Spider-Man 3,Spider-Man 3,0,2007,139,"Action,Adventure,Sci-Fi",Spider-Man 3,spiderman3|2007,6.3,702366.0
tt0414762,tvSeries,Power Rangers S.P.D.,Power Rangers S.P.D.,0,2005,22,"Action,Adventure,Fantasy",Power Rangers S.P.D.,powerrangersspd|2005,6.9,4516.0
tt0414766,tvSeries,Rebelde,Rebelde,0,2004,60,"Comedy,Drama,Family",Rebelde,rebelde|2004,7.0,4430.0
tt0414982,movie,Final Destination 3,Final Destination 3,0,2006,93,"Horror,Thriller",Final Destination 3,finaldestination3|2006,5.9,185392.0
tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,0,2006,108,"Comedy,Sport",Talladega Nights: The Ballad of Ricky Bobby,talladeganightstheballadofrickybobby|2006,6.6,214661.0
tt0415908,movie,Kaal,Kaal,0,2005,126,"Horror,Mystery,Sci-Fi",Kaal,kaal|2005,4.8,6568.0
tt0416236,movie,The Spiderwick Chronicles,The Spiderwick Chronicles,0,2008,96,"Action,Adventure,Drama",The Spiderwick Chronicles,thespiderwickchronicles|2008,6.5,109188.0
tt0416508,movie,Becoming Jane,Becoming Jane,0,2007,120,"Biography,Drama,Romance",Becoming Jane,becomingjane|2007,7.0,68341.0
tt0417349,tvMiniSeries,North & South,North & South,0,2004,60,"Drama,Romance",North & South,northsouth|2004,8.5,38186.0
tt0418362,movie,Mujhse Shaadi Karogi,Mujhse Shaadi Karogi,0,2004,163,"Comedy,Romance",Mujhse Shaadi Karogi,mujhseshaadikarogi|2004,6.7,18917.0
tt0418460,movie,Aitraaz,Aitraaz,0,2004,160,"Drama,Romance,Thriller",Aitraaz,aitraaz|2004,6.6,11698.0
tt0418773,movie,Junebug,Junebug,0,2005,106,"Comedy,Drama",Junebug,junebug|2005,6.9,24007.0
tt0419058,movie,Phir Hera Pheri,Phir Hera Pheri,0,2006,153,"Comedy,Crime",Phir Hera Pheri,phirherapheri|2006,7.4,32243.0
tt0419482,movie,The Student Cop,El-Basha Tilmeez,0,2004,110,"Action,Comedy,Romance",The Student Cop,thestudentcop|2004,6.5,3042.0
tt0419706,movie,Doom,Doom,0,2005,102,"Action,Horror,Sci-Fi",Doom,doom|2005,5.2,124291.0
tt0419984,movie,Mr. Woodcock,Mr. Woodcock,0,2007,87,"Comedy,Romance,Sport",Mr. Woodcock,mrwoodcock|2007,5.2,38001.0
tt0419992,movie,My Brother... Nikhil,My Brother... Nikhil,0,2005,120,"Crime,Drama,Sport",My Brother... Nikhil,mybrothernikhil|2005,7.3,1406.0
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,113,"Comedy,Drama,Fantasy",Stranger Than Fiction,strangerthanfiction|2006,7.5,245730.0
tt0420293,movie,The Stanford Prison Experiment,The Stanford Prison Experiment,0,2015,122,"Biography,Drama,History",The Stanford Prison Experiment,thestanfordprisonexperiment|2015,6.8,48156.0
tt0421357,tvSeries,Fullmetal Alchemist,Hagane no renkinjutsushi,0,2003,24,"Action,Adventure,Animation",Fullmetal Alchemist,fullmetalalchemist|2003,8.5,86246.0
tt0422236,movie,Fida,Fida,0,2004,122,"Action,Crime,Drama",Fida,fida|2004,5.5,3200.0
tt0422907,movie,Palermo Hollywood,Palermo Hollywood,0,2004,113,Drama,Palermo Hollywood,palermohollywood|2004,5.3,249.0
tt0423294,movie,Surf's Up,Surf's Up,0,2007,85,"Adventure,Animation,Comedy",Surf's Up,surfsup|2007,6.7,102821.0
tt0424993,movie,Employee of the Month,Employee of the Month,0,2006,103,"Comedy,Romance",Employee of the Month,employeeofthemonth|2006,5.6,53096.0
tt0425061,movie,Get Smart,Get Smart,0,2008,110,"Action,Adventure,Comedy",Get Smart,getsmart|2008,6.5,238463.0
tt0425601,movie,Trailer Park Boys: The Movie,Trailer Park Boys: The Movie,0,2006,95,"Comedy,Crime",Trailer Park Boys: The Movie,trailerparkboysthemovie|2006,7.1,14190.0
tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,114,Comedy,Dinner for Schmucks,dinnerforschmucks|2010,5.9,116723.0
tt0427327,movie,Hairspray,Hairspray,0,2007,117,"Comedy,Drama,Musical",Hairspray,hairspray|2007,6.7,145930.0
tt0431308,movie,P.S. I Love You,P.S. I Love You,0,2007,126,"Comedy,Drama,Romance",P.S. I Love You,psiloveyou|2007,7.0,225978.0
tt0433035,movie,Real Steel,Real Steel,0,2011,127,"Action,Drama,Sci-Fi",Real Steel,realsteel|2011,7.1,381546.0
tt0433383,movie,"Good Night, and Good Luck.","Good Night, and Good Luck.",0,2005,93,"Biography,Drama,History","Good Night, and Good Luck.",goodnightandgoodluck|2005,7.4,105366.0
tt0433400,movie,Just Friends,Just Friends,0,2005,96,"Comedy,Romance",Just Friends,justfriends|2005,6.2,135701.0
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,132,"Action,Drama,Sci-Fi",V for Vendetta,vforvendetta|2005,8.1,1248412.0
tt0435705,movie,Next,Next,0,2007,96,"Action,Sci-Fi,Thriller",Next,next|2007,6.2,175276.0
tt0436339,movie,G-Force,G-Force,0,2009,88,"Action,Adventure,Animation",G-Force,gforce|2009,5.1,53568.0
tt0436697,movie,The Queen,The Queen,0,2006,103,"Biography,Drama",The Queen,thequeen|2006,7.3,119787.0
tt0436724,movie,Rize,Rize,0,2005,86,"Documentary,Music",Rize,rize|2005,7.1,3440.0
tt0438488,movie,Terminator Salvation,Terminator Salvation,0,2009,115,"Action,Adventure,Sci-Fi",Terminator Salvation,terminatorsalvation|2009,6.5,393386.0
tt0438875,movie,Insan,Insan,0,2005,141,"Action,Crime,Drama",Insan,insan|2005,4.6,1623.0
tt0439397,tvSeries,Show Me the Money,Show Me the Money,0,2004,30,Reality-TV,Show Me the Money,showmethemoney|2004,,
tt0439630,movie,Initial D,Tau man ji D,0,2005,107,"Action,Comedy,Drama",Initial D,initiald|2005,6.4,10642.0
tt0439856,tvMovie,Trailer Park Boys: Xmas Special,Trailer Park Boys: Xmas Special,0,2004,57,Comedy,Trailer Park Boys: Xmas Special,trailerparkboysxmasspecial|2004,8.0,4278.0
tt0440803,movie,Shutter,Shutter,0,2004,97,"Horror,Mystery,Thriller",Shutter,shutter|2004,7.0,53999.0
tt0441773,movie,Kung Fu Panda,Kung Fu Panda,0,2008,92,"Action,Adventure,Animation",Kung Fu Panda,kungfupanda|2008,7.6,582416.0
tt0442236,movie,Fuga,Fuga,0,2006,110,"Drama,Music,Thriller",Fuga,fuga|2006,6.3,1281.0
tt0442933,movie,Beowulf,Beowulf,0,2007,115,"Action,Adventure,Animation",Beowulf,beowulf|2007,6.3,180023.0
tt0443272,movie,Lincoln,Lincoln,0,2012,150,"Biography,Drama,History",Lincoln,lincoln|2012,7.3,285320.0
tt0443274,movie,Vantage Point,Vantage Point,0,2008,90,"Action,Drama,Thriller",Vantage Point,vantagepoint|2008,6.6,158098.0
tt0443649,movie,"10,000 BC","10,000 BC",0,2008,109,"Action,Adventure,Drama","10,000 BC",10000bc|2008,5.2,139628.0
tt0443706,movie,Zodiac,Zodiac,0,2007,157,"Crime,Drama,Mystery",Zodiac,zodiac|2007,7.7,676222.0
tt0444840,movie,Humko Deewana Kar Gaye,Humko Deewana Kar Gaye,0,2006,155,"Drama,Romance",Humko Deewana Kar Gaye,humkodeewanakargaye|2006,5.2,4613.0
tt0445305,movie,Mahjong Heroes,Da qiao ying xiong zhuan,0,1981,91,Comedy,Mahjong Heroes,mahjongheroes|1981,5.5,137.0
tt0445922,movie,Across the Universe,Across the Universe,0,2007,133,"Drama,Fantasy,History",Across the Universe,acrosstheuniverse|2007,7.3,117830.0
tt0446029,movie,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0,2010,112,"Action,Comedy,Fantasy",Scott Pilgrim vs. the World,scottpilgrimvstheworld|2010,7.5,497534.0
tt0448011,movie,Knowing,Knowing,0,2009,121,"Mystery,Sci-Fi,Thriller",Knowing,knowing|2009,6.2,262543.0
tt0448267,movie,Zozo,Zozo,0,2005,105,"Drama,Family,War",Zozo,zozo|2005,6.5,3470.0
tt0448694,movie,Puss in Boots,Puss in Boots,0,2011,90,"Action,Adventure,Animation",Puss in Boots,pussinboots|2011,6.6,212105.0
tt0449306,movie,Lucky: No Time for Love,Lucky: No Time for Love,0,2005,180,"Drama,Musical,Romance",Lucky: No Time for Love,luckynotimeforlove|2005,4.7,4122.0
tt0449467,movie,Babel,Babel,0,2006,143,Drama,Babel,babel|2006,7.4,329480.0
tt0449994,movie,Jodhaa Akbar,Jodhaa Akbar,0,2008,213,"Action,Drama,History",Jodhaa Akbar,jodhaaakbar|2008,7.5,36642.0
tt0449999,movie,Kabhi Alvida Naa Kehna,Kabhi Alvida Naa Kehna,0,2006,193,"Drama,Romance",Kabhi Alvida Naa Kehna,kabhialvidanaakehna|2006,6.1,24967.0
tt0450232,movie,16 Blocks,16 Blocks,0,2006,102,"Action,Drama,Thriller",16 Blocks,16blocks|2006,6.6,138761.0
tt0450405,movie,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,0,2009,109,"Action,Adventure,Fantasy",Cirque du Freak: The Vampire's Assistant,cirquedufreakthevampiresassistant|2009,5.8,49643.0
tt0451469,tvSeries,Power Rangers Mystic Force,Power Rangers Mystic Force,0,2006,22,"Action,Adventure,Family",Power Rangers Mystic Force,powerrangersmysticforce|2006,6.8,3864.0
tt0451631,movie,Apaharan,Apaharan,0,2005,173,"Action,Crime,Drama",Apaharan,apaharan|2005,7.4,5614.0
tt0451702,movie,Devrai,Devrai,0,2004,108,Drama,Devrai,devrai|2004,7.7,118.0
tt0451803,movie,Maine Pyaar Kyun Kiya,Maine Pyaar Kyun Kiya,0,2005,145,"Comedy,Drama,Romance",Maine Pyaar Kyun Kiya,mainepyaarkyunkiya|2005,5.6,6538.0
tt0451833,movie,No Entry,No Entry,0,2005,158,"Comedy,Drama,Musical",No Entry,noentry|2005,6.6,14102.0
tt0451850,movie,Paheli,Paheli,0,2005,140,"Comedy,Drama,Fantasy",Paheli,paheli|2005,6.4,15225.0
tt0451919,movie,Socha Na Tha,Socha Na Tha,0,2005,137,"Comedy,Drama,Romance",Socha Na Tha,sochanatha|2005,7.4,8317.0
tt0452594,movie,The Break-Up,The Break-Up,0,2006,106,"Comedy,Drama,Romance",The Break-Up,thebreakup|2006,5.8,146483.0
tt0452625,movie,Good Luck Chuck,Good Luck Chuck,0,2007,96,"Comedy,Romance",Good Luck Chuck,goodluckchuck|2007,5.6,99280.0
tt0452637,movie,Lady in the Water,Lady in the Water,0,2006,110,"Drama,Fantasy,Mystery",Lady in the Water,ladyinthewater|2006,5.5,108100.0
tt0452694,movie,The Time Traveler's Wife,The Time Traveler's Wife,0,2009,107,"Drama,Fantasy,Romance",The Time Traveler's Wife,thetimetravelerswife|2009,7.1,166180.0
tt0454065,movie,The Aerial,La antena,0,2007,99,"Drama,Fantasy,Sci-Fi",The Aerial,theaerial|2007,7.3,4950.0
tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,117,"Biography,Drama",The Pursuit of Happyness,thepursuitofhappyness|2006,8.0,623722.0
tt0455294,tvSeries,Burned Cocoon,Yanik Koza,0,2005,,Drama,Burned Cocoon,burnedcocoon|2005,4.3,218.0
tt0456149,movie,The Death of Mr. Lazarescu,Moartea domnului Lazarescu,0,2005,153,"Comedy,Drama",The Death of Mr. Lazarescu,thedeathofmrlazarescu|2005,7.8,16996.0
tt0456481,movie,Jaan-E-Mann: Let's Fall in Love... Again,Jaan-E-Mann: Let's Fall in Love... Again,0,2006,165,"Comedy,Drama,Musical",Jaan-E-Mann: Let's Fall in Love... Again,jaanemannletsfallinloveagain|2006,6.1,9853.0
tt0456500,movie,Kyaa Kool Hai Hum,Kyaa Kool Hai Hum,0,2005,172,"Comedy,Mystery",Kyaa Kool Hai Hum,kyaakoolhaihum|2005,6.1,4143.0
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,118,"Drama,Fantasy,War",Pan's Labyrinth,panslabyrinth|2006,8.2,747980.0
tt0457433,movie,Perfect Stranger,Perfect Stranger,0,2007,109,"Crime,Mystery,Thriller",Perfect Stranger,perfectstranger|2007,5.7,54141.0
tt0457510,movie,Nacho Libre,Nacho Libre,0,2006,92,"Comedy,Family,Sport",Nacho Libre,nacholibre|2006,5.9,102649.0
tt0457802,movie,The Blue Umbrella,The Blue Umbrella,0,2005,90,"Comedy,Drama,Family",The Blue Umbrella,theblueumbrella|2005,7.3,2301.0
tt0459327,movie,Gie,Gie,0,2005,147,"Biography,Drama,History",Gie,gie|2005,7.6,1173.0
tt0459724,tvMiniSeries,Vientos de agua,Vientos de agua,0,2006,,Drama,Vientos de agua,vientosdeagua|2006,8.7,1308.0
tt0461209,movie,Ek Khiladi Ek Haseena,Ek Khiladi Ek Haseena,0,2005,143,"Crime,Thriller",Ek Khiladi Ek Haseena,ekkhiladiekhaseena|2005,5.7,709.0
tt0461936,movie,Don,Don,0,2006,171,"Action,Crime,Thriller",Don,don|2006,7.2,44688.0
tt0462229,movie,Code Name: The Cleaner,Code Name: The Cleaner,0,2007,84,"Action,Comedy,Crime",Code Name: The Cleaner,codenamethecleaner|2007,4.6,12569.0
tt0463998,movie,Freedom Writers,Freedom Writers,0,2007,123,"Biography,Crime,Drama",Freedom Writers,freedomwriters|2007,7.6,92887.0
tt0464160,movie,Chup Chup Ke,Chup Chup Ke,0,2006,164,"Comedy,Drama,Romance",Chup Chup Ke,chupchupke|2006,7.1,15830.0
tt0464812,movie,Jackpot,Jackpot,0,2015,,,Jackpot,jackpot|2015,4.2,9.0
tt0465502,movie,Igor,Igor,0,2008,87,"Animation,Comedy,Family",Igor,igor|2008,5.9,25129.0
tt0466460,movie,Khosla Ka Ghosla!,Khosla Ka Ghosla!,0,2006,135,"Comedy,Crime,Drama",Khosla Ka Ghosla!,khoslakaghosla|2006,8.2,27241.0
tt0468458,movie,Brother's Shadow,Brother's Shadow,0,2006,91,Drama,Brother's Shadow,brothersshadow|2006,6.0,177.0
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,158,Drama,There Will Be Blood,therewillbeblood|2007,8.2,710927.0
tt0469589,movie,Sir! No Sir!,Sir! No Sir!,0,2005,85,"Documentary,History,War",Sir! No Sir!,sirnosir|2005,7.6,880.0
tt0469641,movie,World Trade Center,World Trade Center,0,2006,129,"Drama,History,Thriller",World Trade Center,worldtradecenter|2006,6.0,92081.0
tt0470451,movie,Bangkok Hell,Nor chor,0,2002,90,"Action,Drama",Bangkok Hell,bangkokhell|2002,5.6,106.0
tt0470850,movie,The Holy Man,Luang phii theng,0,2005,92,Comedy,The Holy Man,theholyman|2005,5.9,183.0
tt0470883,movie,Magic Carpet Ride,Organize Isler,0,2005,106,"Comedy,Crime",Organize Isler,organizeisler|2005,7.4,37617.0
tt0472033,movie,9,9,0,2009,79,"Action,Adventure,Animation",9,9|2009,7.0,157510.0
tt0472160,movie,Penelope,Penelope,0,2006,104,"Comedy,Fantasy,Romance",Penelope,penelope|2006,6.7,69404.0
tt0472181,movie,The Smurfs,The Smurfs,0,2011,103,"Adventure,Animation,Comedy",The Smurfs,thesmurfs|2011,5.4,104813.0
tt0472710,movie,Waiting,Attente,0,2005,90,Drama,Waiting,waiting|2005,6.2,198.0
tt0473367,movie,Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,0,2008,155,"Comedy,Drama,Romance",Jaane Tu... Ya Jaane Na,jaanetuyajaanena|2008,7.4,29534.0
tt0473658,movie,Inuyasha the Movie 4: Fire on the Mystic Island,InuYasha - Guren no Houraijima,0,2004,89,"Action,Adventure,Animation",Inuyasha the Movie 4: Fire on the Mystic Island,inuyashathemovie4fireonthemysticisland|2004,7.2,2193.0
tt0473705,movie,State of Play,State of Play,0,2009,127,"Crime,Drama,Mystery",State of Play,stateofplay|2009,7.1,166631.0
tt0475290,movie,"Hail, Caesar!","Hail, Caesar!",0,2016,106,"Comedy,Drama,Mystery","Hail, Caesar!",hailcaesar|2016,6.3,150321.0
tt0476527,movie,Bluffmaster,Bluffmaster!,0,2005,137,"Comedy,Crime,Drama",Bluffmaster,bluffmaster|2005,6.6,7062.0
tt0476680,movie,Naruto the Movie: Ninja Clash in the Land of Snow,Gekijô-ban Naruto: Daikatsugeki! Yukihime ninpôchô dattebayo!!,0,2004,82,"Action,Adventure,Animation",Naruto the Movie: Ninja Clash in the Land of Snow,narutothemovieninjaclashinthelandofsnow|2004,6.6,9432.0
tt0476735,movie,My Father and My Son,Babam ve Oglum,0,2005,112,Drama,Babam ve Oglum,babamveoglum|2005,8.2,101155.0
tt0476848,movie,Ramji Londonwaley,Ramji Londonwaley,0,2005,154,"Comedy,Drama,Family",Ramji Londonwaley,ramjilondonwaley|2005,6.6,1387.0
tt0476964,movie,The Brave One,The Brave One,0,2007,122,"Crime,Drama,Thriller",The Brave One,thebraveone|2007,6.7,67385.0
tt0478087,movie,21,21,0,2008,123,"Crime,Drama,Thriller",21,21|2008,6.8,281555.0
tt0478176,movie,John & Jane,John & Jane,0,2005,83,Documentary,John & Jane,johnjane|2005,7.3,1460.0
tt0479354,movie,Chronicle of an Escape,Crónica de una fuga,0,2006,103,"Crime,Drama,Thriller",Chronicle of an Escape,chronicleofanescape|2006,7.1,3832.0
tt0479647,movie,Bon Cop Bad Cop,"Bon Cop, Bad Cop",0,2006,117,"Action,Comedy,Crime",Bon Cop Bad Cop,boncopbadcop|2006,6.7,13650.0
tt0479952,movie,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,0,2008,89,"Adventure,Animation,Comedy",Madagascar: Escape 2 Africa,madagascarescape2africa|2008,6.7,271981.0
tt0479997,movie,Season of the Witch,Season of the Witch,0,2011,95,"Action,Adventure,Fantasy",Season of the Witch,seasonofthewitch|2011,5.4,102916.0
tt0480255,movie,The Losers,The Losers,0,2010,97,"Action,Adventure,Comedy",The Losers,thelosers|2010,6.2,111723.0
tt0480572,movie,Pyaar Ke Side Effects,Pyaar Ke Side Effects,0,2006,132,"Comedy,Drama,Romance",Pyaar Ke Side Effects,pyaarkesideeffects|2006,6.8,3353.0
tt0481141,movie,No Reservations,No Reservations,0,2007,104,"Comedy,Drama,Romance",No Reservations,noreservations|2007,6.4,84290.0
tt0481499,movie,The Croods,The Croods,0,2013,98,"Adventure,Animation,Comedy",The Croods,thecroods|2013,7.1,252458.0
tt0481536,movie,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,0,2008,102,"Adventure,Comedy",Harold & Kumar Escape from Guantanamo Bay,haroldkumarescapefromguantanamobay|2008,6.5,146263.0
tt0482606,movie,The Strangers,The Strangers,0,2008,86,"Horror,Mystery,Thriller",The Strangers,thestrangers|2008,6.1,157733.0
tt0482930,movie,Dragon Tiger Gate,Lung foo moon,0,2006,94,"Action,Fantasy,Thriller",Dragon Tiger Gate,dragontigergate|2006,6.1,7460.0
tt0484275,tvMovie,Da Kath & Kim Code,Da Kath & Kim Code,0,2005,82,Comedy,Da Kath & Kim Code,dakathkimcode|2005,7.2,1271.0
tt0485513,movie,"Main, Meri Patni... Aur Woh!","Main, Meri Patni... Aur Woh!",0,2005,129,"Comedy,Drama,Romance","Main, Meri Patni... Aur Woh!",mainmeripatniaurwoh|2005,7.3,2831.0
tt0486583,movie,Fred Claus,Fred Claus,0,2007,116,"Comedy,Family,Fantasy",Fred Claus,fredclaus|2007,5.7,51129.0
tt0486655,movie,Stardust,Stardust,0,2007,127,"Adventure,Fantasy,Romance",Stardust,stardust|2007,7.6,299153.0
tt0488120,movie,Fracture,Fracture,0,2007,113,"Crime,Drama,Thriller",Fracture,fracture|2007,7.2,236616.0
tt0488658,movie,Unaccompanied Minors,Unaccompanied Minors,0,2006,90,"Adventure,Comedy,Family",Unaccompanied Minors,unaccompaniedminors|2006,5.4,13130.0
tt0488798,movie,Welcome,Welcome,0,2007,150,"Comedy,Crime,Drama",Welcome,welcome|2007,7.2,29731.0
tt0490076,movie,All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,0,2006,90,"Horror,Mystery,Thriller",All the Boys Love Mandy Lane,alltheboyslovemandylane|2006,5.5,36104.0
tt0492472,movie,A Lion in the House,A Lion in the House,0,2006,225,Documentary,A Lion in the House,alioninthehouse|2006,8.8,414.0
tt0492896,movie,My Suicide,My Suicide,0,2009,107,"Comedy,Drama",My Suicide,mysuicide|2009,7.0,2907.0
tt0494238,movie,Inkheart,Inkheart,0,2008,106,"Adventure,Family,Fantasy",Inkheart,inkheart|2008,6.1,85599.0
tt0494290,movie,Vivah,Vivah,0,2006,160,"Drama,Family,Musical",Vivah,vivah|2006,6.7,12165.0
tt0494652,movie,"Welcome Home, Roscoe Jenkins",Welcome Home Roscoe Jenkins,0,2008,114,"Comedy,Romance","Welcome Home, Roscoe Jenkins",welcomehomeroscoejenkins|2008,5.6,16819.0
tt0495034,movie,Golmaal: Fun Unlimited,Golmaal: Fun Unlimited,0,2006,150,"Action,Comedy,Drama",Golmaal: Fun Unlimited,golmaalfununlimited|2006,7.5,21652.0
tt0496806,movie,Ocean's Thirteen,Ocean's Thirteen,0,2007,122,"Crime,Thriller",Ocean's Thirteen,oceansthirteen|2007,6.9,387821.0
tt0497335,movie,Bosta,Bosta,0,2005,112,"Musical,War",Bosta,bosta|2005,6.5,649.0
tt0499375,movie,Guru,Guru,0,2007,166,Drama,Guru,guru|2007,7.7,26312.0
tt0499556,movie,War,War,0,2007,103,"Action,Thriller",War,war|2007,6.2,101530.0
tt0757933,movie,The Wedding Curse,Sukob,0,2006,110,"Drama,Horror,Thriller",The Wedding Curse,theweddingcurse|2006,6.1,805.0
tt0758742,movie,Death Note,Death Note: Desu nôto,0,2006,126,"Crime,Drama,Fantasy",Death Note,deathnote|2006,7.5,33392.0
tt0758746,movie,Friday the 13th,Friday the 13th,0,2009,97,"Horror,Mystery,Thriller",Friday the 13th,fridaythe13th|2009,5.5,126932.0
tt0758758,movie,Into the Wild,Into the Wild,0,2007,148,"Adventure,Biography,Drama",Into the Wild,intothewild|2007,8.0,696333.0
tt0762125,movie,Planet 51,Planet 51,0,2009,91,"Adventure,Animation,Comedy",Planet 51,planet51|2009,6.0,62142.0
tt0763831,movie,A Thousand Words,A Thousand Words,0,2012,91,"Comedy,Drama,Fantasy",A Thousand Words,athousandwords|2012,5.9,47649.0
tt0765446,movie,Escape from Planet Earth,Escape from Planet Earth,0,2013,89,"Adventure,Animation,Comedy",Escape from Planet Earth,escapefromplanetearth|2013,5.8,28087.0
tt0780370,tvSeries,Let's Dance,Let's Dance,0,2006,,"Family,Game-Show,Music",Let's Dance,letsdance|2006,4.2,183.0
tt0780521,movie,The Princess and the Frog,The Princess and the Frog,0,2009,97,"Adventure,Animation,Comedy",The Princess and the Frog,theprincessandthefrog|2009,7.2,187711.0
tt0780567,movie,Imagine That,Imagine That,0,2009,107,"Comedy,Drama,Family",Imagine That,imaginethat|2009,5.6,16605.0
tt0780568,movie,My Führer,Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,0,2007,89,"Comedy,Drama,War",My Führer,myfuhrer|2007,5.5,4687.0
